time,center_of_mass,eccentricity,variance_of_radius,mean_radius,rna_amount,c_light,c_dense,volume,velocity,aspect,smoothed_distance,smoothed_velocity,Mc,Mm,Chi,kp,kd,sigma,alpha,cplus,cminus
5879.19775390625,0.003139837051927,0.0501890405660819,0.0005221046538512,4.487409558798222,12.58207839001525,3.5107693672180176,4.43167781829834,64.22371414041632,,1.0012618542987664,0.003724507620545913,2.2018319591103965e-07,1.0,1.0,-0.1,0.09,1.0,2.5,1.0,4.5,3.5
4279.19775390625,0.1044626302353574,0.1384264207872864,0.0004297462563357,4.490625994276891,12.58207839001525,3.5107555389404297,4.431571960449219,64.24097857997415,-0.0003073180841162,0.99037272076124,0.10396662267453034,0.00013317256985223222,1.0,1.0,-0.1,0.09,1.0,2.5,1.0,4.5,3.5
3829.197998046875,0.1991114175118832,0.0386156484177492,0.0001635167866745,4.500182711805561,12.58207839001525,3.5106306076049805,4.430598735809326,64.39635853384827,-0.0001583637131199,1.000746419032473,0.204010935067568,0.00032118673315865466,1.0,1.0,-0.1,0.09,1.0,2.5,1.0,4.5,3.5
3549.197998046875,0.2981711002904578,0.1304447907285489,0.0005796321268985,4.486429987782709,12.58207839001525,3.510661363601685,4.4312744140625,64.32730077727082,-0.0001509217051876,0.9914555746839012,0.30515860573559,0.0003907039361610975,1.0,1.0,-0.1,0.09,1.0,2.5,1.0,4.5,3.5
3369.197998046875,0.3998932831494616,0.0856978643311533,0.0002575794386353,4.503331695598829,12.58207839001525,3.51047945022583,4.4298858642578125,64.55173848854358,-0.000451026753361,1.0036924126205091,0.40135248609035,0.0006505039138865257,1.0,1.0,-0.1,0.09,1.0,2.5,1.0,4.5,3.5
3219.197998046875,0.504468816279479,0.0982483866975128,0.0003704336487383,4.502321596758826,12.58207839001525,3.51052188873291,4.430686473846436,64.46541629238331,-0.0010751023452664,1.00486159701213,0.5077182612318475,0.0007961461762981056,1.0,1.0,-0.1,0.09,1.0,2.5,1.0,4.5,3.5
3099.197998046875,0.607678278295348,0.2064163883910677,0.0016286374139214,4.484753186079146,12.58207839001525,3.5105674266815186,4.431707382202148,64.36182965724367,-0.0010683374230382,1.0220097538280877,0.6078934116251495,0.0009032004272699172,1.0,1.0,-0.1,0.09,1.0,2.5,1.0,4.5,3.5
2999.197998046875,0.7010292777929392,0.2339900885399564,0.002700938299814,4.496929324725137,12.58207839001525,3.510380744934082,4.430613040924072,64.56900292937397,-0.0013242022070693,1.0285536975287466,0.7041045358585936,0.0010566631208229135,1.0,1.0,-0.1,0.09,1.0,2.5,1.0,4.5,3.5
2909.197998046875,0.7958734626672073,0.2752191188997566,0.0032760551799498,4.506455576257245,12.58207839001525,3.510324478149414,4.4306745529174805,64.60353180849874,-0.0015229859117049,1.040169770279736,0.8078269682812902,0.0012012029508197339,1.0,1.0,-0.1,0.09,1.0,2.5,1.0,4.5,3.5
2829.197998046875,0.9013507368203608,0.2457735266608173,0.0045478056384318,4.494944555938222,12.58207839001525,3.510294914245605,4.431207656860352,64.5862673699286,-0.0014596654801902,1.0316433074587168,0.9106256020944986,0.001365220008879696,1.0,1.0,-0.1,0.09,1.0,2.5,1.0,4.5,3.5
