time,center_of_mass,eccentricity,variance_of_radius,mean_radius,rna_amount,c_light,c_dense,volume,velocity,aspect,smoothed_distance,smoothed_velocity,Mc,Mm,Chi,kp,kd,sigma,alpha,cplus,cminus,analytical_velocity,analytical_velocity_normV,analytical_velocity_avgR
5879.19775390625,0.0015159697674723,0.0643979470655912,0.0005465148339287,4.612017150958108,51.48910069040403,3.4793477058410645,4.474145889282227,67.81471751468919,,0.9979242979373422,0.0015159697674738955,-0.0,1.0,1.0,-0.1,0.3,1.0,2.5,1.0,4.5,3.5,8.07800050310435e-6,0.0004819062066389758,4.1549856607085914e-6
909.1978759765624,0.0548602276486514,0.0635720548867705,0.0004092196957758,4.613033380483807,51.48791856727576,3.4793612957000732,4.474268913269043,67.79745307591648,-0.0001207962899727,0.9979772511623064,0.05876683356030478,0.00020269608700618702,1.0,1.0,-0.1,0.3,1.0,2.5,1.0,4.5,3.5,0.00031292044140916275,0.0186781194888808,0.00016107328833598545
749.1978759765625,0.1110714960951261,0.0826627218677627,0.0005398773552861,4.611389595282558,51.48275052757076,3.47943377494812,4.474338531494141,67.74565975794988,-0.0002460876722876,1.003434172448087,0.11640161788090689,0.0004978176417724817,1.0,1.0,-0.1,0.3,1.0,2.5,1.0,4.5,3.5,0.0006203234751569668,0.03697837409222471,0.000319051445810808
659.1978759765625,0.1636303215514151,0.0570867497461305,0.0004521586628254,4.606923706745707,51.47213949708235,3.4795641899108887,4.474123001098633,67.6766020013118,-0.0006790415866663,0.9983692217829148,0.17082714227776913,0.0007019300253226397,1.0,1.0,-0.1,0.3,1.0,2.5,1.0,4.5,3.5,0.0009125471434540601,0.05422535562714893,0.0004682495940717754
579.1978759765625,0.2219082446656122,0.0089523119578832,0.0005515672498665,4.598811007503653,51.44778726719316,3.480001926422119,4.474047660827637,67.40037097254881,-0.0006723864690385,1.0000400743534976,0.23451419410410845,0.0008991358500899712,1.0,1.0,-0.1,0.3,1.0,2.5,1.0,4.5,3.5,0.0012582551753344488,0.07434911070490353,0.0006428570879099829
519.1978759765625,0.2835249058513673,0.1677025091701728,0.0007602528651551,4.593496879946224,51.408087700701486,3.4806101322174072,4.472362041473389,67.12413994433133,-0.0008978436390078,1.0143658054892242,0.2896962182376037,0.0009067815135268605,1.0,1.0,-0.1,0.3,1.0,2.5,1.0,4.5,3.5,0.001558371238923533,0.09171573007758976,0.0007941761857930077
449.1979064941406,0.3556243580195958,0.1939787528183531,0.0015644003197064,4.541678497772975,51.311653389061625,3.482710599899292,4.472218990325928,65.77751367912904,-0.0008050880152813,1.0193620371577012,0.3426537194232989,0.00043808912229904504,1.0,1.0,-0.1,0.3,1.0,2.5,1.0,4.5,3.5,0.0018995055410820187,0.10830382174547912,0.00093942641030924
409.1979064941406,0.3773009680701771,0.2409462775405187,0.0030265033004288,4.4963077675190215,51.21289390562719,3.4848740100860596,4.470833778381348,64.46541629247935,-0.0005559779392318,1.0303558767149514,0.40154487035146724,0.00362602950235779,1.0,1.0,-0.1,0.3,1.0,2.5,1.0,4.5,3.5,0.002283914424140866,0.1266400844707825,0.001100988811957514
389.1979064941406,0.3861609486791811,0.2469220734448871,0.0029570608562436,4.467883401777581,51.14559609881337,3.4862849712371826,4.468902587890625,63.67125208465767,-0.0001546488019199,1.0319541083802015,0.4895973622819018,0.005110445535138754,1.0,1.0,-0.1,0.3,1.0,2.5,1.0,4.5,3.5,0.0028263218703133254,0.1538263157074827,0.0013426770783611407
379.1979064941406,0.3808361435379296,0.279274752420588,0.0040476086824086,4.448659758593072,51.10648785752862,3.4872357845306396,4.468891143798828,63.049732269608235,0.0005324805141251,1.0414375142294083,0.5440751218607474,0.00579496998049223,1.0,1.0,-0.1,0.3,1.0,2.5,1.0,4.5,3.5,0.0031719711087776666,0.170478680845501,0.00149226467034209
369.1979064941406,0.3731464894267414,0.2905260383628408,0.0049694149452283,4.415074357373836,51.06336291066815,3.4884192943573,4.470247268676758,62.18651030462517,0.0007689654111188,1.0450772256819971,0.6054967618917464,0.0064470370522262364,1.0,1.0,-0.1,0.3,1.0,2.5,1.0,4.5,3.5,0.0035929592341598393,0.18907086274434856,0.0016609966634980678
359.1979064941406,0.3735815322924405,0.2896087808927536,0.004800473791281,4.394892720367044,51.01594405400363,3.4894301891326904,4.469024658203125,61.59951936834934,-4.350428656991201e-5,1.044773664601328,0.673015862905272,0.00710150580683204,1.0,1.0,-0.1,0.3,1.0,2.5,1.0,4.5,3.5,0.004031493226493681,0.20927054461303815,0.0018464703141561184
349.1979064941406,0.3568083257201402,0.2774021856305838,0.0053573482445463,4.360833954148178,50.96400102081013,3.4906527996063232,4.468829154968262,60.80535516066421,0.00167732065723,1.0408492910473586,0.7475268780283872,0.007773234713047597,1.0,1.0,-0.1,0.3,1.0,2.5,1.0,4.5,3.5,0.004552956288621169,0.2312371795462707,0.00205130632439532
349.1979064941406,0.3568083257201402,0.2774021856305838,0.0053573482445463,4.360833954148178,50.96400102081013,3.4906527996063232,4.468829154968262,60.80535516066421,0.00167732065723,1.0408492910473586,0.7475268780283872,0.007773234713047597,1.0,1.0,-0.1,0.3,1.0,2.5,1.0,4.5,3.5,0.004552956288621169,0.2312371795462707,0.00205130632439532
339.1979064941406,0.338752694853184,0.269179251022874,0.0039010171366133,4.334586292137032,50.90785848740993,3.491856813430786,4.467655181884766,60.08024870963431,0.0018055630866956,1.0383244572198134,0.8284805571662239,0.00846977143050251,1.0,1.0,-0.1,0.3,1.0,2.5,1.0,4.5,3.5,0.005104587249923318,0.2546848323737255,0.002273917545115461
