,time,center_of_mass,eccentricity,variance_of_radius,mean_radius,rna_amount,c_light,c_dense,volume,velocity,aspect
0,0.0,9.990946659871492,0.10260702546505374,0.0004594178741499246,1.956353626410945,0.00041474735282447757,3.520061731338501,5.496570587158203,12.568511838615311,10.054172342319305,1.005306035046033
1,0.00015937424905132502,9.992549036038382,0.24191370202750714,0.000911431197913227,1.9659923106355164,0.007685047154635062,3.5203795433044434,5.447188854217529,12.775685110337616,-4.54764447548074,1.0306114595115614
2,0.0005727499956265092,9.990669150174348,0.1590089311675089,0.000476378110401898,2.054985601524054,0.026536113163726904,3.519961357116699,5.3282670974731445,13.7770225915302,-0.014785443951784459,0.9872771443768799
3,0.0016449402319267392,9.990653297365704,0.1590089311675089,0.00047620550140796305,2.054986558037312,0.07538910821937694,3.520231008529663,5.314638137817383,13.7770225915302,-0.7516463242449337,0.9872771443768799
4,0.0044259256683290005,9.98856297979715,0.13701811001110334,0.0009889471613916416,2.0826945174037386,0.20182035426085557,3.520315170288086,5.251821517944336,14.243162452680957,-0.0486356173659892,1.0095212567579295
5,0.011639085598289967,9.988212163310797,0.1223997425745627,0.0006311502253944162,2.1440337598131882,0.5278694079298324,3.5203006267547607,5.161036014556885,15.037326658955347,0.09766238148384694,0.9924808829482212
6,0.030348163098096848,9.990039336465749,0.20756072807461923,0.00048417128593458735,2.2257562336936165,1.3610466232430316,3.5204150676727295,5.053634166717529,16.03866413288308,0.08864297692153351,0.9782221343647536
7,0.07887469232082367,9.994340872475721,0.09961399383097856,0.0007110249677375087,2.321024620392121,3.44040064828293,3.520557403564453,4.919495582580566,17.50614142021054,-0.011495632332393695,0.9950261565572243
8,0.2047400176525116,9.992893970972311,0.1336450521210775,0.0005952861195842927,2.456383207812973,8.324628163432813,3.520785331726074,4.76122522354126,19.612402840397365,-0.005123388577114897,0.9910292629602592
9,0.5312022566795349,9.99122137806602,0.07586560927176243,0.0005084335941091228,2.614005324914076,18.17220344141455,3.5213451385498047,4.6076178550720215,22.029423761042164,0.006563288418446908,0.9971180518523493
10,1.377961277961731,9.996778901743617,0.1426100440794617,0.00024375167659726604,2.741512543425458,31.908635741785545,3.5223333835601807,4.483913898468018,24.152948529961392,-0.0005068486850247027,0.9897789527604909
11,3.5742359161376953,9.995665722770884,0.1473623542164899,0.0006612834541051945,2.795113403712521,40.49344928853611,3.52370285987854,4.405223846435547,25.240607520426423,0.0003433561747654837,0.9890825731756544
12,9.270807266235352,9.997621675718932,0.22739878600733276,0.0009731924635910821,2.7745849735211823,41.88076599591415,3.5252256393432617,4.375582218170166,24.895319231547216,0.0035151051305523356,0.9738017211539479
13,19.19789695739746,10.03251643962379,0.21477994895148417,0.0008845856843573144,2.72979030674689,42.21791403217502,3.526364326477051,4.371706962585449,24.083890692167625,0.003150021042287143,0.9766624665299665
14,29.19789695739746,10.06401665004666,0.22338625548744168,0.0010176073579661914,2.6918788542901777,42.49023223605752,3.5271267890930176,4.370317459106445,23.49689976422365,-0.07563040160772456,0.9747300040828226
15,39.197898864746094,9.307712489715872,0.9150434878028633,5.474150596002398,4.862309607884357,42.8040216386602,3.5259599685668945,4.345187664031982,25.18881480358506,-0.13600858564325255,2.4792044479760817
16,49.197898864746094,7.947626633283346,0.926033720814469,4.40757657041788,4.9082073163611595,43.35824046288898,3.521449327468872,4.346108913421631,28.900669248141625,-0.0886176958183575,2.649422197225791
17,59.197898864746094,7.061449675099771,0.9302110583221802,3.6800605925029415,4.895525628988874,44.008293120667496,3.5176236629486084,4.353705883026123,31.749301724591977,-0.06674574996249386,2.7246096725766273
18,69.1978988647461,6.393992175474833,0.9344653028374313,3.3291310283456212,4.920932244958429,44.62894226560083,3.514192581176758,4.3601250648498535,34.252645417712856,-0.056333876875256636,2.80856111914487
19,79.1978988647461,5.830653406722266,0.9391309165780247,3.2455495301459383,4.989803056893568,45.19775861069899,3.5111329555511475,4.366402626037598,36.410700331262866,-0.04758338738241692,2.910704073272948
20,89.1978988647461,5.354819532898097,0.9429903601458407,3.2423372252532503,5.068091029043302,45.713465545476424,3.5084035396575928,4.372827529907227,38.25799533569286,-0.0396180537982949,3.004626742332757
21,99.1978988647461,4.958638994915148,0.9432809994044046,3.2277183114065484,5.070592104684902,46.17957556840303,3.5059499740600586,4.379411697387695,39.846323788679996,-0.03933883450325197,3.012089782509915
22,109.1978988647461,4.565250649882628,0.9376359214726908,3.18537283085801,5.773395374808905,46.60053165162321,3.5036427974700928,4.384768962860107,41.34833000967426,-0.033185103680640184,2.8767137988403277
23,119.1978988647461,4.233399613076227,0.9327429537763623,3.489929949575301,5.295876279611923,46.98069425735846,3.501403570175171,4.3881754875183105,42.867600562364196,-0.029748987241192244,2.7736014493984156
24,129.19789123535156,3.9359099676310647,0.9276888739994205,3.632666869649191,5.351819745505595,47.324103580486785,3.499574899673462,4.394097805023193,43.93799554865375,-0.028548906703593734,2.678421777729757
25,139.19789123535156,3.6504209005951274,0.924086864821679,3.81785696527977,5.41938176285669,47.63445518128026,3.4977364540100098,4.397736549377441,45.111977494299296,-0.025361797477069327,2.61655096681555
26,149.19789123535156,3.396802925824434,0.9199027939605464,3.952792107911676,5.887547939137322,47.915123041633564,3.4960052967071533,4.400242805480957,46.25143061926454,-0.023677517839856544,2.5500676160190467
27,159.19789123535156,3.1600277474258687,0.9155247432074164,4.1309995167851605,5.530587388394124,48.16918465792314,3.494739294052124,4.406351566314697,46.85568577332843,-0.022917467934331137,2.4859440878872987
28,169.19789123535156,2.9308530680825573,0.9101940800324663,4.290132745369674,5.595902988416465,48.39944105895421,3.493312120437622,4.408537864685059,47.77070105199177,-0.022100546296571454,2.4143974822536105
29,179.19789123535156,2.7098476051168428,0.9085865177084312,4.54154273821287,5.639675424910144,48.6084335779324,3.4921693801879883,4.412291049957275,48.39222087073547,-0.0206634358860724,2.3940815930537314
30,189.19789123535156,2.5032132462561187,0.9058218744845045,4.668515931616635,5.693453660919491,48.79846093876915,3.4911062717437744,4.415180206298828,48.99647654791916,-0.02044067517635919,2.360390321742547
31,199.19789123535156,2.298806494492527,0.9006565288827433,4.896618398084173,5.7353233330430005,48.97159607392212,3.490213394165039,4.418627738952637,49.44535206275922,-0.020814295004993877,2.3013279596055356
32,209.19789123535156,2.090663544442588,0.9010761009753752,5.042458332557786,5.7830585271176576,49.1297051393703,3.489391326904297,4.421387195587158,49.8769631330985,-0.019312975955384615,2.305948672116438
33,219.19789123535156,1.897533784888742,0.8948992202971134,5.223193833944955,5.821289350748902,49.27446697696031,3.4886634349823,4.423837661743164,50.25678118992283,-0.01818443116382713,2.2408045233998917
34,229.19789123535156,1.7156894732504706,0.8947667242849304,5.211315238973312,5.783778393211524,49.40739396129468,3.4881865978240967,4.4277753829956055,50.37763239842088,-0.02108384548908886,2.2394717107799265
35,239.19789123535156,1.504851018359582,0.8890242752952974,5.522835490039672,5.855264873652748,49.52985503658426,3.4875986576080322,4.429294586181641,50.705656841248924,-0.019386377458786595,2.184073430446553
36,249.19789123535156,1.310987243771716,0.8897636412397292,5.911857595494987,5.929276287278665,49.64310302598646,3.4873077869415283,4.4327168464660645,50.722921437043304,-0.023014159485919908,2.190956856833802
37,259.1979064941406,1.080845297744312,0.884165136788522,6.093242510203586,5.961989323330279,49.74831517423,3.487285852432251,4.437507629394531,50.48121978855664,-0.0291941451821895,2.140527802503226
38,269.1979064941406,0.7889038459224169,0.8817457081517801,6.252783151629479,5.938225737625737,49.846674919861734,3.487431764602661,4.441473960876465,50.17046022030218,-0.050183056546470615,2.119879021461135
39,279.1979064941406,0.28707328045771074,0.24704694038648894,0.001980290499660998,3.894323353619265,49.93964052412329,3.4884724617004395,4.459240913391113,48.54760325676251,0.0025468327810772295,1.0319880021390133
40,289.1979064941406,0.31254160826848304,0.21379724401200248,0.0017048328687604595,3.948362802231578,50.02919731557878,3.4867660999298096,4.457356929779053,49.807907325479704,0.0012775605457787497,1.0236692212779503
41,299.1979064941406,0.32531721372627054,0.2775397757624649,0.0030425929108557543,3.979919680455969,50.11423759766313,3.485358715057373,4.459067344665527,50.67112929050714,0.0006881869836521004,1.040892343247735
42,309.1979064941406,0.33219908356279154,0.2798916848255958,0.004468466709754893,4.007228727842068,50.192136684542874,3.484069585800171,4.460786819458008,51.44802905919191,0.0010996290430126232,1.04163239555491
43,319.1979064941406,0.3431953739929178,0.24699251406038478,0.0023463035462528863,4.04653015214684,50.26267151239219,3.4828379154205322,4.461679458618164,52.22492882744581,-2.9420215812014926e-05,1.0319732261937171
44,329.1979064941406,0.3429011718347976,0.2682573995247087,0.0025541505670280584,4.0777372377995995,50.32640374485785,3.4817278385162354,4.462604999542236,52.91550639929989,0.0006461191288337608,1.0380472633870435
45,339.1979064941406,0.34936236312313523,0.26572495267249185,0.0026984679093583286,4.104994566163638,50.3838962714066,3.4805405139923096,4.461593151092529,53.76146392504022,-0.0002213463071382593,1.0372917984243577
46,349.1979064941406,0.34714890005175264,0.2460618551189588,0.002097498743347417,4.124259881375995,50.435663651630094,3.479630708694458,4.462526321411133,54.31392598252071,-0.00034343276428816516,1.031721167591609
47,359.1979064941406,0.343714572408871,0.20955025615443254,0.0018288356905497509,4.142076205931764,50.48219422463913,3.4787378311157227,4.46260404586792,54.900916918973934,-0.0002964206544678216,1.0227062489489098
48,369.1979064941406,0.3407503658641928,0.20237538009875716,0.0016254708704153136,4.149662474990344,50.52395434737228,3.4781370162963867,4.464757442474365,55.1771479477098,-0.0009398151646100028,1.0211291806772018
49,379.1979064941406,0.33135221421809274,0.19877433507479053,0.0018578978760270886,4.158506923574796,50.561385295964264,3.477579116821289,4.466377258300781,55.4533789765824,-0.0009809228031902374,1.0203610115878876
50,389.1979064941406,0.32154298618619037,0.24536287355215883,0.0017271893559355311,4.182534347462798,50.59489948833812,3.476947069168091,4.466398239135742,55.867725519564424,-0.0009037675659239075,1.031532602766888
51,399.1979064941406,0.3125053105269513,0.20662165051062908,0.00128534791991546,4.199623022390902,50.624878870048164,3.476374387741089,4.466333389282227,56.24754318402956,-0.0008851598277480943,1.0220550084385014
52,409.1979064941406,0.30365371224947035,0.1486264859642531,0.0004903701252154882,4.214456747574896,50.651674101986984,3.4758708477020264,4.466376304626465,56.575567530840516,-0.0010790458152441062,1.011231336280919
53,419.1979064941406,0.2928632540970293,0.17861771259353965,0.0005148389579391781,4.2244737196956015,50.67560595842647,3.4754068851470947,4.466259002685547,56.88632743815845,-0.0007229288255263977,1.0163442900307573
54,429.1979064941406,0.2856339658417653,0.17776801328790118,0.0006033863664307221,4.228756909834949,50.6969664425762,3.4751055240631104,4.467282772064209,57.02444295256249,-0.0010727469783372522,1.016185370873775
55,439.1979064941406,0.2749064960583928,0.17942610356005828,0.0006583969264813816,4.239523612984487,50.71602058791069,3.474700927734375,4.466784954071045,57.31793842073466,-0.0015113310326333729,1.0164962564340998
56,449.1979064941406,0.25979318573205906,0.17553619902215245,0.0005577479245140356,4.248179109545468,50.73300819674172,3.4743833541870117,4.466795444488525,57.52511169241656,-0.0007241140311147476,1.0157719136652343
57,459.1979064941406,0.2525520454209116,0.17536007322035346,0.0005483915201171547,4.253474877151719,50.74814612040042,3.4740958213806152,4.4667582511901855,57.715020524511786,-0.0012341770972215866,1.0157395289879645
58,469.1979064941406,0.24021027444869572,0.16438699836790835,0.0005743522709387864,4.256753225724007,50.76162970326262,3.473893642425537,4.467242240905762,57.81860716032575,-0.000965944659594531,1.013791701470244
