time,center_of_mass,eccentricity,variance_of_radius,mean_radius,rna_amount,c_light,c_dense,volume,velocity,aspect,smoothed_distance,smoothed_velocity,Mc,Mm,Chi,kp,kd,sigma,alpha,cplus,cminus
5879.19775390625,0.0160070613739463,0.1007701343536862,0.0005244083883802,4.462649042475402,11.184069677739997,3.511995553970337,4.4295334815979,63.51587212943189,,1.0051163087590982,0.017375716927354623,4.656956904214304e-07,1.0,1.0,-0.1,0.08,1.0,2.5,1.0,4.5,3.5
4629.19775390625,0.1159595274205543,0.0176431764616357,0.0002658313610302,4.466051680906717,11.184069677739997,3.5119779109954834,4.429464817047119,63.53313656868509,-1.5526986749572758e-05,0.9998443470482512,0.11729362314864007,0.00011038499614075565,1.0,1.0,-0.1,0.08,1.0,2.5,1.0,4.5,3.5
4209.19775390625,0.2149575272735027,0.1094231071025717,0.000597472632264,4.465424932715301,11.184069677739997,3.5119199752807617,4.429051876068115,63.60219432593943,-0.0004170708622062,1.0060410112966214,0.21652776329000037,0.0002922816602856579,1.0,1.0,-0.1,0.08,1.0,2.5,1.0,4.5,3.5
3919.197998046875,0.3164469721614673,0.0475167332351056,0.0004758683739701,4.459258289947175,11.184069677739997,3.5119552612304688,4.42968225479126,63.533136569288686,-0.0003418713743362,1.0011308352631414,0.3153478671569088,0.000433302972975896,1.0,1.0,-0.1,0.08,1.0,2.5,1.0,4.5,3.5
3719.197998046875,0.4140049625325907,0.1959907559125955,0.0009459534032961,4.465513896779446,11.184069677739997,3.511996269226074,4.430263042449951,63.46407881258537,-0.0002038886389678,1.0197778331755625,0.41737328178084343,0.0005804213446106848,1.0,1.0,-0.1,0.08,1.0,2.5,1.0,4.5,3.5
3569.197998046875,0.5068567518379555,0.2035740169858089,0.0015065650556999,4.4651873852332375,11.184069677739997,3.511870145797729,4.429543495178223,63.60219432728817,-0.0007871551363532,1.0213883221382982,0.5132750986908277,0.000701733450165852,1.0,1.0,-0.1,0.08,1.0,2.5,1.0,4.5,3.5
3439.197998046875,0.6078505324202034,0.2059495297743264,0.0011835621721803,4.470545480528042,11.184069677739997,3.5117249488830566,4.42877721786499,63.75757428146303,-0.0006897020005097,1.0219070142500517,0.6157054168246361,0.0008538458877936361,1.0,1.0,-0.1,0.08,1.0,2.5,1.0,4.5,3.5
3329.197998046875,0.7092929021591814,0.235497703776378,0.0018473617002023,4.469914006924464,11.184069677739997,3.511712074279785,4.429149150848389,63.740309842753504,-0.001080934830204,1.028939007032274,0.7137568850623149,0.0009929192684531157,1.0,1.0,-0.1,0.08,1.0,2.5,1.0,4.5,3.5
3229.197998046875,0.8141591331476106,0.2569893315891712,0.0027746718659662,4.46937845633755,11.184069677739997,3.511786699295044,4.430377006530762,63.60219432899248,-0.0016956429093001,1.0347529646360971,0.8186790197649072,0.0011186553704058827,1.0,1.0,-0.1,0.08,1.0,2.5,1.0,4.5,3.5
3149.197998046875,0.8992676564299237,0.2469310656330433,0.0035846264443168,4.478652956180114,11.184069677739997,3.511439800262451,4.4279303550720215,64.01654087275251,-0.0008468907644027,1.0319565485267082,0.913808048494273,0.0012703091282067897,1.0,1.0,-0.1,0.08,1.0,2.5,1.0,4.5,3.5
3069.197998046875,1.007412323145196,0.3149283965900647,0.0062070043234626,4.483066722522488,11.184069677739997,3.511342763900757,4.427666187286377,64.1028630699456,-0.0016209628356794,1.053612622139668,1.0179421639093775,0.0013724376928454657,1.0,1.0,-0.1,0.08,1.0,2.5,1.0,4.5,3.5
2999.197998046875,1.1043331357356687,0.3220144100761984,0.0081204188491577,4.477921731223463,11.184069677739997,3.511406898498535,4.428988456726074,63.96474755619727,-0.0010602635685803,1.0562620434891503,1.1180159223829667,0.0014855607847156366,1.0,1.0,-0.1,0.08,1.0,2.5,1.0,4.5,3.5
2939.197998046875,1.197624218604146,0.3290806511565245,0.0107796978196637,4.4800209802568665,11.184069677739997,3.5113203525543213,4.428869247436523,64.03380531429875,-0.0021399102380386,1.0589834521819703,1.210656881733055,0.0015990568814160944,1.0,1.0,-0.1,0.08,1.0,2.5,1.0,4.5,3.5
2879.197998046875,1.298735134841423,0.3665909769305596,0.0144744580290676,4.49002808162003,11.184069677739997,3.511113405227661,4.42773962020874,64.2582430262645,-0.001571424490043,1.074827087039109,1.3105166634386225,0.0017348865246426676,1.0,1.0,-0.1,0.08,1.0,2.5,1.0,4.5,3.5
2819.197998046875,1.4057378010310049,0.4070768625134257,0.0201131023906327,4.493874820993007,11.184069677739997,3.5110459327697754,4.427917003631592,64.29277190603476,-0.0012712302289112,1.094817901825767,1.418951939779868,0.0018255302558671388,1.0,1.0,-0.1,0.08,1.0,2.5,1.0,4.5,3.5
2769.197998046875,1.5033761373823358,0.4362109644864937,0.0270654749759846,4.487514561755588,11.184069677739997,3.5109825134277344,4.428055286407471,64.327300785762,-0.0018926446433242,1.1113032086108507,1.5150501813859563,0.0019762412744697977,1.0,1.0,-0.1,0.08,1.0,2.5,1.0,4.5,3.5
2719.197998046875,1.5970302629749933,0.4497954951821941,0.0323571707683144,4.504131706680584,11.184069677739997,3.5107874870300293,4.427052021026611,64.53447405858857,-0.0019272288953664,1.1196558565164645,1.616779934347204,0.0020886947869992595,1.0,1.0,-0.1,0.08,1.0,2.5,1.0,4.5,3.5
2669.197998046875,1.7091756655577708,0.4715572340895784,0.0393350041392955,4.493480661614618,11.184069677739997,3.5108401775360107,4.428238391876221,64.41362298481755,-0.001719957252198,1.133998401780444,1.7224383115049708,0.002164981681389247,1.0,1.0,-0.1,0.08,1.0,2.5,1.0,4.5,3.5
2629.197998046875,1.801113340700863,0.4979977352518961,0.0519877248808752,4.506912932272086,11.184069677739997,3.5106747150421143,4.427432060241699,64.58626737925074,-0.0025265949913587,1.1531653474602772,1.8122683373583683,0.002329583320498957,1.0,1.0,-0.1,0.08,1.0,2.5,1.0,4.5,3.5
