time,center_of_mass,eccentricity,variance_of_radius,mean_radius,rna_amount,c_light,c_dense,volume,velocity,aspect,smoothed_distance,smoothed_velocity,Mc,Mm,Chi,kp,kd,sigma,alpha,cplus,cminus
39.197898864746094,9.999032006464114,0.1569432265718722,0.0003488571573495,2.751292901691253,9.676105223645076,3.526111125946045,4.369349479675293,24.36012173108828,0.0003861838820528,0.987607626354318,10.009494765079811,1.4864832081684654e-05,1.0,1.0,-0.1,0.07,1.0,2.5,1.0,4.5,3.5
49.197898864746094,10.002893845284644,0.1419513081901787,0.0006289031781027,2.735773283779821,9.67610522364553,3.526316404342652,4.369509220123291,24.18747733773912,0.00056478361799,0.9898736414831424,10.009346116758994,1.7494525164751806e-05,1.0,1.0,-0.1,0.07,1.0,2.5,1.0,4.5,3.5
59.197898864746094,10.008541681464544,0.0980039458922676,0.0006788566999534,2.728600421349668,9.676105223645536,3.526484251022339,4.369562149047852,24.04936182313331,-0.0001756311467358,1.004837260322304,10.009144874576517,1.5284072417021122e-05,1.0,1.0,-0.1,0.07,1.0,2.5,1.0,4.5,3.5
69.1978988647461,10.006785369997184,0.1124194491047225,0.0005491196573383,2.723506950729025,9.676105223645536,3.526628971099853,4.369636058807373,23.928510758109024,0.000205996817263,1.0063796000325134,10.009040435310654,1.7871009636571955e-06,1.0,1.0,-0.1,0.07,1.0,2.5,1.0,4.5,3.5
79.1978988647461,10.008845338169817,0.0991587232738621,0.0005227543819095,2.720705401706812,9.676105223645536,3.5267200469970703,4.368846893310547,23.87671744015572,0.0002391423316693,1.0049527797533504,10.009109132557242,-3.026975496922546e-06,1.0,1.0,-0.1,0.07,1.0,2.5,1.0,4.5,3.5
89.1978988647461,10.011236761486508,0.098215355597514,0.0005210889964662,2.7141859456290787,9.676105223645536,3.5268287658691406,4.3687357902526855,23.790395303970385,0.0001281671524081,1.0048583047677406,10.009100974820592,1.4937692167649175e-06,1.0,1.0,-0.1,0.07,1.0,2.5,1.0,4.5,3.5
99.1978988647461,10.01251843301059,0.0982347654109675,0.0006960951184192,2.706084730583628,9.676105223645536,3.526946544647217,4.369015216827393,23.686808667934503,0.0002727642051565,1.0048602392261592,10.009079257172907,-1.7402344073547127e-06,1.0,1.0,-0.1,0.07,1.0,2.5,1.0,4.5,3.5
109.1978988647461,10.015246075062157,0.1123657934220521,0.0006668761292103,2.70382609403056,9.676105223645536,3.527036428451538,4.3688554763793945,23.61775091056183,3.871130110617571e-05,1.0063734534315392,10.009135779508739,-1.02399825241406e-05,1.0,1.0,-0.1,0.07,1.0,2.5,1.0,4.5,3.5
119.1978988647461,10.015633188073217,0.202306764284932,0.0011110061958763,2.693751996342278,9.676105223645536,3.5271241664886475,4.368773460388184,23.548693153210376,-0.0001418237369901,1.0211143984151652,10.009284056823391,-2.8868936124415434e-05,1.0,1.0,-0.1,0.07,1.0,2.5,1.0,4.5,3.5
129.19789123535156,10.014214951785345,0.2024456128359877,0.0010898265875873,2.6930804912384865,9.676105223645536,3.527174234390259,4.367941856384277,23.5314287191753,-0.0002972966416374,1.0211443171380803,10.009713157796726,-5.0659508389117036e-05,1.0,1.0,-0.1,0.07,1.0,2.5,1.0,4.5,3.5
139.19789123535156,10.01124198536897,0.2061163513556372,0.0010122870075025,2.69064668970619,9.676105223645536,3.5272700786590576,4.368239402770996,23.44510664946065,3.663590546931772e-05,1.0219436956935604,10.010297246722917,-5.831323283278511e-05,1.0,1.0,-0.1,0.07,1.0,2.5,1.0,4.5,3.5
149.19789123535156,10.011608344423664,0.1999414761759846,0.0009538898508217,2.689925327934165,9.676105223645536,3.527328491210937,4.367770195007324,23.410577811490533,0.000154894532125,1.0206082843270432,10.010879422453382,-4.3568001655835964e-05,1.0,1.0,-0.1,0.07,1.0,2.5,1.0,4.5,3.5
159.19789123535156,10.013157289744914,0.2065618867884441,0.0009417491650866,2.688533733857786,9.676105223645536,3.5273854732513428,4.367338180541992,23.376048932810257,7.350881974517165e-05,1.022041826931566,10.011168606756033,-1.969162810866454e-05,1.0,1.0,-0.1,0.07,1.0,2.5,1.0,4.5,3.5
169.19789123535156,10.013892377942366,0.2067612512141526,0.0008750222926462,2.6869942343383126,9.676105223645536,3.5274534225463867,4.367209911346436,23.32425571995672,-0.0002818771188863,1.022085815662669,10.011273255015555,-6.7346663045197985e-06,1.0,1.0,-0.1,0.07,1.0,2.5,1.0,4.5,3.5
179.19789123535156,10.011073606753502,0.2063521002120157,0.0008910880998647,2.6824906822267467,9.676105223645536,3.527508497238159,4.366837978363037,23.289726893598186,-0.0002662621537398,1.021995590550791,10.011303300082124,1.0191314785190642e-05,1.0,1.0,-0.1,0.07,1.0,2.5,1.0,4.5,3.5
189.1978912353516,10.008410985216104,0.161386246384544,0.0007157293757457,2.6786120841604046,9.676105223645536,3.5275864601135254,4.367035388946533,23.220669258199816,-4.9516850228492616e-05,1.0132827989409767,10.01106942871985,2.6259211515777814e-05,1.0,1.0,-0.1,0.07,1.0,2.5,1.0,4.5,3.5
199.1978912353516,10.00791581671382,0.1605558943360199,0.0007214707949416,2.6761983328332164,9.676105223645536,3.527651786804199,4.36698579788208,23.168875940233644,0.0003591411043778,1.0131437675993875,10.01077811585181,3.4587273127106855e-05,1.0,1.0,-0.1,0.07,1.0,2.5,1.0,4.5,3.5
